"fid","tid","d","wtot","wcr","wpt","wac","etot","ecr","ept","eac"
350,138,29.5,12,9,0,0,0,0,0,0
366,138,4,36,21,6,0,0,0,0,0
358,138,11,15,6,0,0,0,0,0,0
147,138,15.1,12,12,0,0,0,0,0,0
441,138,12.2,15,9,0,0,0,0,0,0
190,138,1.5,18,0,0,0,0,0,0,0
238,138,14.3,6,0,0,0,0,0,0,0
295,138,4.7,33,27,0,0,0,0,0,0
538,138,15.6,12,9,0,0,0,0,0,0
40,138,22,6,6,0,0,0,0,0,0
198,138,18.1,21,15,0,0,0,0,0,0
465,138,11.1,18,12,0,0,0,0,0,0
541,138,14.6,6,6,0,0,0,0,0,0
2034,138,6.6,21,15,0,0,0,0,0,0
172,138,20.5,12,9,0,0,0,0,0,0
349,138,10.6,12,0,6,0,0,0,0,0
342,138,14.2,12,9,0,0,0,0,0,0
303,138,9.4,12,6,0,0,0,0,0,0
274,138,5.8,24,15,6,0,0,0,0,0
280,138,8.9,36,18,6,0,0,0,0,0
364,138,3.5,27,12,0,0,0,0,0,0
2015,138,28.2,6,0,0,0,0,0,0,0
119,138,1.9,78,36,6,21,0,0,0,0
576,138,26.9,6,6,0,0,0,0,0,0
2031,138,9.3,18,9,0,0,0,0,0,0
392,138,7.5,18,15,0,0,9,0,0,0
406,138,27.6,9,0,9,0,0,0,0,0
390,138,9.7,9,12,0,0,0,0,0,0
302,138,13.5,21,21,0,0,0,0,0,0
352,138,17.8,12,9,0,0,0,0,0,0
401,138,13.5,21,12,0,0,0,0,0,0
338,138,4.3,39,27,0,0,0,0,0,0
424,138,4.4,51,42,6,0,0,0,0,0
156,138,3.4,15,6,9,0,0,0,0,0
493,138,36.3,9,9,0,0,0,0,0,0
355,138,4.3,39,24,0,6,0,0,0,0
500,138,15.2,12,6,0,0,0,0,0,0
167,138,16.1,15,12,0,0,0,0,0,0
199,138,9.5,15,12,0,0,0,0,0,0
492,138,15.9,9,6,0,0,0,0,0,0
228,138,17.2,6,0,0,0,0,0,0,0
577,138,28.7,9,0,0,0,0,0,0,0
407,138,11.6,15,12,0,0,0,0,0,0
310,138,9.3,27,15,0,0,0,0,0,0
334,138,11.3,12,9,0,0,0,0,0,0
272,138,11.6,24,18,0,0,0,0,0,0
523,138,16.5,15,12,0,0,0,0,0,0
230,138,12.3,24,18,0,0,0,0,0,0
389,138,5.6,18,9,0,0,0,0,0,0
297,138,15.1,18,18,0,0,0,0,0,0
365,138,4.3,18,0,9,0,0,0,0,0
170,138,50.8,9,0,0,0,0,0,0,0
209,138,13.3,15,12,0,0,0,0,0,0
405,138,5.3,24,12,0,0,0,0,0,0
463,138,12.7,6,0,0,0,0,0,0,0
470,138,14,24,15,0,0,0,0,0,0
215,138,21.2,9,6,0,0,0,0,0,0
332,138,5.8,60,45,0,0,0,0,0,0
336,138,11.8,15,9,0,0,0,0,0,0
427,138,8.5,63,54,0,0,0,0,0,0
292,138,12.9,24,15,9,0,0,0,0,0
447,138,8.2,27,12,6,0,0,0,0,0
360,138,9.7,12,9,0,0,0,0,0,0
330,138,12.1,21,18,0,0,0,0,0,0
527,138,20.8,12,9,0,0,0,0,0,0
153,138,24.8,6,9,0,0,0,0,0,0
377,138,7.4,33,24,0,0,0,0,0,0
2037,138,9,24,15,0,0,0,0,0,0
314,138,12.1,15,12,0,0,0,0,0,0
478,138,11.6,15,12,0,0,0,0,0,0
602,138,39.4,6,0,0,0,0,0,0,0
467,138,11.8,9,6,0,0,0,0,0,0
253,138,13,18,12,0,0,0,0,0,0
179,138,25.4,6,0,0,0,0,0,0,0
229,138,17.6,18,15,0,0,0,0,0,0
145,138,30.8,6,0,0,0,0,0,0,0
2025,138,16.5,6,0,0,0,0,0,0,0
222,138,1.3,21,0,0,15,0,0,0,0
598,138,40.3,6,0,0,0,0,0,0,0
2033,138,7.7,21,15,0,0,0,0,0,0
312,138,7.1,21,15,0,0,0,0,0,0
529,138,15,12,6,0,0,0,0,0,0
544,138,15.5,12,6,0,0,0,0,0,0
247,138,12.4,12,9,0,0,0,0,0,0
207,138,14.2,12,0,0,0,0,0,0,0
345,138,12.8,6,0,0,0,0,0,0,0
226,138,1.1,24,0,0,12,0,0,0,0
452,138,23.5,6,0,6,0,0,0,0,0
2016,138,25.2,9,0,0,0,0,0,0,0
211,138,6.2,21,18,0,0,0,0,0,0
502,138,10.2,9,0,0,0,0,0,0,0
439,138,27.4,6,0,0,0,0,0,0,0
252,138,7,21,15,0,0,0,0,0,0
317,138,3.3,63,48,0,0,0,0,0,0
187,138,3.3,51,24,9,6,0,0,0,0
325,138,3.3,36,21,0,0,0,0,0,0
368,138,2.7,69,60,0,0,6,0,0,0
378,138,7.9,21,15,0,0,0,0,0,0
266,138,13.8,12,9,0,0,0,0,0,0
526,138,14.1,15,12,0,0,0,0,0,0
464,138,12.9,18,15,0,0,0,0,0,0
259,138,3.5,36,18,0,0,0,0,0,0
328,138,12.9,12,12,0,0,0,0,0,0
299,138,5,51,30,6,0,0,0,0,0
340,138,10.9,6,0,0,0,0,0,0,0
343,138,4.5,51,27,9,0,0,0,0,0
415,138,6.5,6,0,0,0,0,0,0,0
255,138,10.3,12,9,0,0,0,0,0,0
486,138,16.9,9,6,0,0,0,0,0,0
182,138,26.3,15,9,0,0,0,0,0,0
154,138,8.3,21,15,0,0,0,0,0,0
206,138,26,12,6,0,0,0,0,0,0
482,138,11.2,15,9,0,0,0,0,0,0
275,138,3.5,36,24,9,0,0,0,0,0
2060,138,28.7,6,0,0,0,0,0,0,0
471,138,14.3,12,9,0,0,0,0,0,0
532,138,13.6,12,9,0,0,0,0,0,0
258,138,11.4,9,0,0,0,0,0,0,0
294,138,10.6,24,15,0,0,0,0,0,0
234,138,1.1,69,6,9,45,0,0,0,0
565,138,20.1,9,6,0,0,0,0,0,0
2042,138,6.2,24,18,0,0,0,0,0,0
511,138,33.3,12,0,0,0,0,0,0,0
558,138,18.3,9,9,0,0,0,0,0,0
236,138,9.8,12,9,0,0,0,0,0,0
383,138,1.6,63,42,0,9,0,0,0,0
100,138,51.1,9,6,0,0,0,0,0,0
2048,138,14.3,9,9,0,0,0,0,0,0
422,138,13.6,15,9,0,0,0,0,0,0
348,138,14.7,24,21,0,0,0,0,0,0
319,138,10.4,18,12,0,0,0,0,0,0
2017,138,15.9,12,6,0,0,0,0,0,0
269,138,5,27,18,6,0,0,0,0,0
359,138,12,21,15,6,0,0,0,0,0
180,138,24.8,9,9,0,0,0,0,0,0
291,138,13.7,9,6,0,0,0,0,0,0
196,138,7.4,24,15,6,0,0,0,0,0
402,138,5.7,27,15,0,0,0,0,0,0
496,138,12,6,0,0,0,0,0,0,0
489,138,11.9,9,6,0,0,0,0,0,0
371,138,2.9,57,36,9,0,0,0,0,0
552,138,23.4,9,6,0,0,0,0,0,0
409,138,13.8,15,15,0,0,0,0,0,0
568,138,21.7,6,0,0,0,0,0,0,0
225,138,9.2,18,12,0,0,0,0,0,0
581,138,25,12,9,0,0,0,0,0,0
191,138,4.1,72,39,21,0,0,0,0,0
385,138,0.9,132,66,0,60,6,0,0,0
284,138,15,9,0,0,0,0,0,0,0
208,138,13.6,24,15,0,0,0,0,0,0
376,138,3.4,48,36,9,0,6,0,0,0
503,138,30,12,12,0,0,0,0,0,0
283,138,4.3,33,18,0,0,0,0,0,0
413,138,4.8,42,30,6,0,0,0,0,0
2049,138,14.8,6,0,0,0,0,0,0,0
286,138,14.1,12,6,0,0,0,0,0,0
313,138,15.7,12,6,0,0,0,0,0,0
373,138,5.3,24,18,0,0,0,0,0,0
411,138,7.4,6,0,0,0,0,0,0,0
245,138,18,24,15,0,0,0,0,0,0
322,138,10.9,12,0,0,0,0,0,0,0
414,138,8.6,12,12,0,0,0,0,0,0
412,138,3.7,45,30,6,0,0,0,0,0
250,138,3.8,42,21,9,0,0,0,0,0
357,138,9.5,33,24,0,0,0,0,0,0
2050,138,15.4,6,6,0,0,0,0,0,0
278,138,14.3,12,12,0,0,0,0,0,0
437,138,7.3,33,27,6,0,0,0,0,0
210,138,17.3,15,12,0,0,0,0,0,0
195,138,27.5,12,6,0,0,0,0,0,0
458,138,10.6,12,9,0,0,0,0,0,0
396,138,8,45,39,0,0,0,0,0,0
393,138,9.6,24,18,0,0,0,0,0,0
356,138,4.7,12,0,0,0,0,0,0,0
184,138,1.9,30,12,0,9,0,0,0,0
380,138,6.1,24,18,0,0,0,0,0,0
561,138,18.4,12,12,0,0,0,0,0,0
398,138,12.5,15,12,0,0,0,0,0,0
448,138,11,18,15,0,0,0,0,0,0
391,138,4.9,93,75,6,0,0,0,0,0
2023,138,11.1,12,6,0,0,0,0,0,0
129,138,23.1,15,12,0,0,0,0,0,0
327,138,15.5,15,12,0,0,0,0,0,0
2032,138,10.7,12,9,0,0,0,0,0,0
166,138,16.6,12,6,0,0,0,0,0,0
369,138,10.2,24,18,0,0,0,0,0,0
304,138,8,18,15,0,0,0,0,0,0
416,138,4.1,36,24,0,0,0,0,0,0
246,138,3.7,33,9,18,0,0,0,0,0
218,138,19.9,12,9,0,0,0,0,0,0
232,138,11.9,12,6,0,0,0,0,0,0
188,138,2.5,87,42,15,24,0,0,0,0
379,138,6.6,21,12,0,0,0,0,0,0
270,138,6.5,24,15,0,0,0,0,0,0
494,138,12,9,9,0,0,0,0,0,0
126,138,28.5,6,6,0,0,0,0,0,0
2054,138,19.4,12,9,0,0,0,0,0,0
331,138,5.7,39,24,0,0,0,0,0,0
157,138,2.1,30,0,9,12,0,0,0,0
135,138,13.8,9,6,0,0,0,0,0,0
306,138,11.2,24,18,0,0,0,0,0,0
321,138,13,21,12,6,0,0,0,0,0
498,138,12,18,12,0,0,0,0,0,0
586,138,24.5,12,9,0,0,0,0,0,0
423,138,14.9,12,9,0,0,0,0,0,0
260,138,17.1,9,0,0,0,0,0,0,0
490,138,15.1,6,6,0,0,0,0,0,0
354,138,17.9,12,0,0,0,0,0,0,0
117,138,2.3,24,9,0,9,0,0,0,0
323,138,11,24,15,0,0,0,0,0,0
216,138,11.9,12,6,0,0,0,0,0,0
545,138,14.2,12,6,0,0,0,0,0,0
233,138,6.6,21,15,0,0,0,0,0,0
394,138,5.6,84,78,0,0,0,0,0,0
2030,138,14.8,9,6,0,0,0,0,0,0
443,138,4.9,30,27,0,0,0,0,0,0
363,138,2.5,39,24,9,0,0,0,0,0
533,138,16.1,12,9,0,0,0,0,0,0
501,138,13.3,15,9,0,0,0,0,0,0
367,138,2.2,72,66,0,0,0,0,0,0
468,138,11.9,6,0,0,0,0,0,0,0
305,138,4.9,30,12,12,0,0,0,0,0
395,138,7.5,57,48,0,0,0,0,0,0
551,138,20.5,15,9,0,0,0,0,0,0
159,138,1.8,9,6,0,0,0,0,0,0
288,138,8.2,45,33,0,0,0,0,0,0
158,138,0.9,21,9,0,9,0,0,0,0
430,138,7,30,18,0,0,0,0,0,0
594,138,26.2,6,0,0,0,0,0,0,0
193,138,14.7,15,9,6,0,0,0,0,0
261,138,15.1,9,6,0,0,0,0,0,0
459,138,6.9,30,21,0,0,0,0,0,0
556,138,17.4,9,9,0,0,0,0,0,0
262,138,12.2,6,0,0,0,0,0,0,0
178,138,28.6,9,6,0,0,0,0,0,0
521,138,14.5,15,9,0,0,0,0,0,0
290,138,15.5,9,9,0,0,0,0,0,0
481,138,15.9,9,0,0,0,0,0,0,0
289,138,4.3,21,12,0,0,0,0,0,0
580,138,22.4,6,6,0,0,0,0,0,0
2018,138,15.6,27,15,0,0,0,0,0,0
466,138,12.3,12,9,0,0,0,0,0,0
316,138,3.2,66,39,9,6,0,0,0,0
110,138,7.7,30,21,6,0,0,0,0,0
554,138,15.8,9,9,0,0,0,0,0,0
293,138,11.1,9,6,0,0,0,0,0,0
171,138,6.9,27,12,0,0,0,0,0,0
251,138,11.7,18,9,0,0,0,0,0,0
440,138,8.5,18,9,0,0,0,0,0,0
438,138,5.5,33,24,0,0,0,0,0,0
589,138,39.2,6,0,0,0,0,0,0,0
2028,138,26.2,6,0,0,0,0,0,0,0
426,138,10.6,21,15,0,0,0,0,0,0
569,138,21.9,6,0,0,0,0,0,0,0
403,138,6,24,18,0,0,0,0,0,0
462,138,7.5,18,15,0,0,0,0,0,0
324,138,4,42,27,0,0,0,0,0,0
168,138,10.2,21,12,6,0,0,0,0,0
2057,138,20.1,6,9,0,0,0,0,0,0
549,138,18.6,12,12,0,0,0,0,0,0
204,138,26.6,6,0,0,0,0,0,0,0
121,138,8.1,12,6,0,0,0,0,0,0
273,138,10.8,30,24,0,0,0,0,0,0
2024,138,12.1,21,15,0,0,0,0,0,0
562,138,20.9,9,0,0,0,0,0,0,0
111,138,1.2,45,6,0,24,0,0,0,0
175,138,20.3,9,6,0,0,0,0,0,0
484,138,11.8,6,0,0,0,0,0,0,0
248,138,7.9,36,24,6,0,0,0,0,0
419,138,8.4,15,15,0,0,0,0,0,0
309,138,9.5,21,15,0,0,0,0,0,0
105,138,45.2,9,0,0,0,0,0,0,0
237,138,7.1,18,15,0,0,0,0,0,0
515,138,37.6,6,0,0,0,0,0,0,0
2038,138,5.6,12,0,0,0,0,0,0,0
281,138,9.3,9,0,0,0,0,0,0,0
79,85,5.9,6,6,0,0,6,0,0,0
78,85,5.1,6,6,0,0,0,0,0,0
59,85,12.7,6,0,0,0,0,0,0,0
86,85,11.7,21,18,0,0,45,45,0,0
87,85,6.1,6,6,0,0,6,0,0,0
75,85,11.7,6,0,0,0,0,0,0,0
2009,85,7,18,15,0,0,90,39,48,0
1119,1121,9.6,30,24,0,0,33,18,15,0
1125,1121,28.5,9,9,0,0,12,9,0,0
579,578,12.1,6,0,0,0,0,0,0,0
602,578,5.4,9,6,0,0,9,9,0,0
512,578,12.9,9,6,0,0,0,0,0,0
515,578,5.4,9,9,0,0,6,0,0,0
503,578,6,0,0,0,0,9,9,0,0
575,578,7.9,9,6,0,0,0,0,0,0
516,578,13.8,9,6,0,0,6,6,0,0
510,578,11.4,6,0,0,0,0,0,0,0
560,578,4.2,21,12,0,0,39,36,0,0
505,578,7.6,9,9,0,0,12,12,0,0
589,578,9,0,0,0,0,6,6,0,0
623,627,4.4,18,12,0,0,0,0,0,0
1290,1309,6.7,6,0,0,0,0,0,0,0
2092,1309,17.9,6,6,0,0,0,0,0,0
1307,1309,8.4,0,0,0,0,6,6,0,0
1291,1309,7.4,9,0,0,0,0,0,0,0
1350,1309,15.9,6,6,0,0,0,0,0,0
1331,1309,8.8,6,0,0,0,0,0,0,0
1317,1309,4.2,21,18,0,0,72,54,0,18
1402,1309,27.4,6,0,0,0,0,0,0,0
1339,1309,9.3,6,6,0,0,0,0,0,0
1302,1309,5.3,9,6,0,0,6,0,0,0
1341,1309,8.3,9,0,0,0,0,0,0,0
1332,1309,5.3,0,0,0,0,21,15,0,0
1325,1309,5.8,0,0,0,0,9,9,0,0
708,683,11.3,6,6,0,0,27,15,6,0
755,683,1.5,57,21,0,27,42,12,0,18
700,683,8.4,0,0,0,0,9,0,0,0
750,683,5.2,6,0,0,0,6,0,0,0
679,683,12.5,0,0,0,0,9,9,0,0
702,683,3.1,15,9,0,0,9,9,0,0
685,683,5.6,12,9,0,0,6,0,0,0
2066,683,5.7,12,9,0,0,0,0,0,0
677,683,5,12,9,0,0,0,0,0,0
686,683,17.3,6,0,0,0,0,0,0,0
687,683,8,0,0,0,0,12,9,0,0
699,683,4.4,9,6,0,0,0,0,0,0
688,683,5.8,33,27,0,0,12,9,0,0
675,683,5.5,6,0,0,0,0,0,0,0
738,683,0.8,24,15,0,6,24,0,0,12
704,683,11.4,0,0,0,0,9,6,0,0
733,683,6.3,27,21,0,0,21,18,0,0
192,683,3.2,21,12,0,0,9,6,0,0
676,683,4.8,9,6,0,0,18,18,0,0
743,683,5.5,15,15,0,0,9,0,0,0
744,683,4.1,12,9,0,0,6,0,0,0
703,683,3,36,18,0,9,0,0,0,0
737,683,3.5,9,6,0,0,9,9,0,0
742,683,4.6,15,12,0,0,9,6,0,0
693,683,7.1,0,0,0,0,9,9,0,0
692,683,6.9,15,9,0,0,0,0,0,0
682,683,25.5,6,6,0,0,0,0,0,0
2068,683,4.6,15,12,0,0,0,0,0,0
758,683,4.7,9,0,0,0,9,0,0,0
756,683,12.8,0,0,0,0,6,6,0,0
673,683,22.9,0,0,0,0,6,6,0,0
713,683,12.7,0,0,0,0,6,6,0,0
745,683,4,12,12,0,0,9,0,0,0
740,683,4.4,18,12,0,0,12,9,0,0
754,683,1.6,15,9,0,0,15,15,0,0
696,683,3.1,15,9,0,0,9,0,0,0
666,683,1.5,30,21,0,0,24,15,0,6
695,683,6.3,0,0,0,0,42,33,9,0
697,683,3.3,15,12,0,0,0,0,0,0
751,683,4.9,6,6,0,0,6,0,0,0
747,683,1.8,33,24,0,0,21,12,0,0
739,683,7.5,15,12,0,0,21,18,0,0
667,683,2.9,9,6,0,0,0,0,0,0
741,683,2.7,42,33,0,0,36,15,0,9
709,683,0.9,24,15,0,0,39,21,0,12
732,683,6.1,27,24,0,0,9,0,0,0
749,683,4.1,12,9,0,0,0,0,0,0
746,683,1.5,21,12,0,0,18,9,0,0
774,683,20.4,0,0,0,0,6,0,0,0
752,683,3.6,9,6,0,0,0,0,0,0
734,683,5.1,27,21,0,0,30,27,0,0
690,683,6.1,9,9,0,0,15,12,0,0
691,683,4.7,18,15,0,0,6,0,0,0
698,683,2.4,15,9,0,0,6,0,0,0
680,683,1.9,18,9,0,9,0,0,0,0
689,683,4,30,27,0,0,6,6,0,0
731,683,7.3,9,9,0,0,24,24,0,0
2062,683,15.4,0,0,0,0,6,0,0,0
668,683,2.5,30,15,0,12,18,6,0,6
2065,683,6.3,15,15,0,0,15,12,0,0
757,683,1.7,18,12,0,0,42,9,0,18
664,683,2.2,12,12,0,0,15,9,0,0
694,683,13.3,0,0,0,0,9,9,0,0
2064,683,3.9,18,15,0,0,27,27,0,0
735,683,4.9,6,0,0,0,0,0,0,0
663,683,2.6,15,12,0,0,33,33,0,0
665,683,3.1,15,12,0,0,6,6,0,0
736,683,4.7,6,0,0,0,12,12,0,0
733,748,11.5,6,6,0,0,0,0,0,0
2068,748,1.2,6,0,0,0,0,0,0,0
1568,1582,2.7,12,12,0,0,9,6,0,0
1604,1582,3.3,12,12,0,0,93,36,57,0
1620,1582,6.6,6,6,0,0,0,0,0,0
1598,1582,7,9,6,0,0,0,0,0,0
1555,1582,17.6,6,0,0,0,0,0,0,0
765,763,2.7,24,15,0,0,9,9,0,0
768,763,3.5,21,15,0,0,0,0,0,0
767,763,3.4,24,21,0,0,21,18,0,0
712,763,1.6,9,9,0,0,0,0,0,0
701,763,2.3,15,12,0,0,9,9,0,0
779,763,3.4,9,0,0,0,0,0,0,0
760,763,2.4,24,18,0,0,12,9,0,0
778,763,8.3,9,0,0,0,6,6,0,0
764,763,7.8,12,9,0,0,6,0,0,0
783,763,2.3,12,6,0,0,6,0,0,0
759,763,12.4,15,12,0,0,0,0,0,0
784,763,22.2,9,9,0,0,0,0,0,0
762,763,1.3,21,12,0,0,36,21,15,0
753,763,13.8,6,6,0,0,0,0,0,0
766,763,6.5,9,0,0,0,12,12,0,0
1094,1111,8.9,18,12,0,0,12,6,0,0
1108,1111,8.7,18,18,0,0,18,18,0,0
1107,1111,8.5,15,9,0,0,33,27,6,0
1095,1111,14.3,15,12,0,0,24,15,9,0
1100,1111,14.1,6,6,0,0,0,0,0,0
189,121,9.3,24,9,0,0,0,0,0,0
544,121,8.5,42,42,0,0,0,0,0,0
552,121,19.5,45,42,0,0,0,0,0,0
2027,121,19.8,39,39,0,0,0,0,0,0
457,121,4.5,120,108,0,0,12,0,0,0
348,121,15.1,54,51,0,0,0,0,0,0
607,121,33.2,18,15,0,0,0,0,0,0
538,121,7.5,87,78,0,0,0,0,0,0
239,121,16,42,30,0,0,0,0,0,0
568,121,13.8,93,78,0,0,6,0,0,0
349,121,12.5,48,33,0,0,0,0,0,0
2021,121,20,18,12,0,0,0,0,0,0
379,121,7.2,54,42,0,0,0,0,0,0
314,121,17.2,36,33,0,0,0,0,0,0
508,121,23,21,18,0,0,0,0,0,0
476,121,3.9,33,36,0,0,0,0,0,0
303,121,10.1,36,30,0,0,0,0,0,0
119,121,8.3,57,39,6,0,0,0,0,0
528,121,5.9,72,69,0,0,0,0,0,0
242,121,18,36,24,0,0,0,0,0,0
564,121,12,75,60,0,0,0,0,0,0
147,121,23.2,15,9,0,0,0,0,0,0
2039,121,5.3,48,45,0,0,0,0,0,0
187,121,10.5,30,21,0,0,0,0,0,0
500,121,8.4,63,66,0,0,0,0,0,0
2044,121,5,42,36,0,0,0,0,0,0
294,121,18.6,42,39,0,0,0,0,0,0
164,121,27.1,18,12,0,0,0,0,0,0
482,121,9.8,60,57,0,0,0,0,0,0
416,121,7.4,48,36,0,0,0,0,0,0
378,121,9.5,96,87,0,0,0,0,0,0
271,121,6.3,54,48,0,0,0,0,0,0
101,121,75.9,9,9,0,0,0,0,0,0
337,121,9.5,24,6,9,0,0,0,0,0
136,121,17.6,6,6,0,0,0,0,0,0
437,121,6,99,90,0,0,0,0,0,0
586,121,16.4,48,42,0,0,0,0,0,0
430,121,4.3,132,114,6,0,0,0,0,0
431,121,3,120,93,0,12,36,0,0,30
326,121,18.4,27,27,0,0,0,0,0,0
162,121,34.1,9,6,0,0,0,0,0,0
485,121,10,108,102,0,0,0,0,0,0
211,121,14.2,30,24,0,0,0,0,0,0
396,121,7.3,69,66,0,0,0,0,0,0
2022,121,22.4,6,0,0,0,0,0,0,0
267,121,17.9,48,42,0,0,0,0,0,0
563,121,10.5,45,42,0,0,0,0,0,0
411,121,7.5,42,27,0,0,0,0,0,0
648,121,49.5,6,0,0,0,0,0,0,0
150,121,36.8,18,15,0,0,0,0,0,0
362,121,10.3,66,54,0,0,0,0,0,0
598,121,32.5,12,6,0,0,0,0,0,0
263,121,16.7,54,51,0,0,0,0,0,0
579,121,26.3,15,9,0,0,0,0,0,0
434,121,9.8,78,75,0,0,0,0,0,0
154,121,16,15,15,0,0,0,0,0,0
2036,121,8.1,51,45,0,0,0,0,0,0
358,121,13.5,39,33,0,0,0,0,0,0
293,121,19.1,27,24,0,0,0,0,0,0
310,121,17,27,27,0,0,0,0,0,0
377,121,11.9,51,42,0,0,0,0,0,0
408,121,8.1,33,24,0,0,0,0,0,0
510,121,36.9,18,15,0,0,0,0,0,0
388,121,7.3,57,45,0,0,0,0,0,0
399,121,10.7,33,30,0,0,0,0,0,0
419,121,7.4,57,51,0,0,0,0,0,0
448,121,5,99,99,0,0,0,0,0,0
529,121,7,99,84,6,0,0,0,0,0
512,121,38.2,12,9,0,0,0,0,0,0
472,121,15.6,48,45,0,0,0,0,0,0
103,121,58.8,12,9,0,0,0,0,0,0
471,121,8.4,36,30,0,0,0,0,0,0
155,121,15,9,0,0,0,0,0,0,0
250,121,10.3,42,33,0,0,0,0,0,0
455,121,17.2,33,30,0,0,0,0,0,0
256,121,8.6,6,0,0,0,0,0,0,0
273,121,18.5,39,39,0,0,0,0,0,0
238,121,21.2,12,9,0,0,0,0,0,0
125,121,42.7,15,15,0,0,0,0,0,0
347,121,5.7,102,93,0,0,0,0,0,0
413,121,6.6,66,60,0,0,0,0,0,0
2017,121,23.9,15,12,0,0,0,0,0,0
479,121,4.5,75,72,0,0,0,0,0,0
356,121,12.4,21,18,0,0,0,0,0,0
225,121,17.3,27,24,0,0,0,0,0,0
603,121,34.2,36,33,0,0,0,0,0,0
323,121,17.1,30,30,0,0,0,0,0,0
369,121,4.6,78,75,0,0,0,0,0,0
549,121,10.6,93,84,0,0,0,0,0,0
234,121,9.2,36,12,9,0,0,0,0,0
398,121,13.9,51,48,0,0,0,0,0,0
311,121,16,36,33,0,0,0,0,0,0
261,121,23,24,24,0,0,0,0,0,0
594,121,18.1,30,24,0,0,0,0,0,0
268,121,9.7,30,21,0,0,0,0,0,0
143,121,37.9,9,6,0,0,0,0,0,0
333,121,18.6,39,33,0,0,0,0,0,0
172,121,27.9,24,24,0,0,0,0,0,0
543,121,8.7,39,27,0,0,0,0,0,0
521,121,8.9,75,75,0,0,0,0,0,0
169,121,9,24,21,0,0,0,0,0,0
587,121,20.1,36,36,0,0,0,0,0,0
286,121,19.9,36,36,0,0,0,0,0,0
520,121,11,96,93,0,0,0,0,0,0
345,121,6,93,84,6,0,0,0,0,0
449,121,3.9,45,42,0,0,0,0,0,0
447,121,2.4,180,144,9,15,69,33,33,0
159,121,7.6,12,9,0,0,0,0,0,0
181,121,17.1,21,12,0,0,0,0,0,0
383,121,6.4,39,30,6,0,0,0,0,0
2029,121,14,18,15,0,0,0,0,0,0
2040,121,6,66,60,0,0,0,0,0,0
469,121,8.7,102,102,0,0,0,0,0,0
146,121,24.7,30,27,0,0,0,0,0,0
128,121,30.5,18,12,0,0,0,0,0,0
258,121,19.3,15,15,0,0,0,0,0,0
608,121,42.1,9,6,0,0,0,0,0,0
490,121,7.4,78,75,0,0,0,0,0,0
102,121,21.5,12,6,0,0,0,0,0,0
557,121,8.4,39,30,0,0,0,0,0,0
2059,121,16,30,27,0,0,0,0,0,0
318,121,18.6,39,39,0,0,0,0,0,0
244,121,19,27,27,0,0,0,0,0,0
2057,121,12.1,48,45,0,0,0,0,0,0
208,121,20.5,36,36,0,0,0,0,0,0
2037,121,10.2,42,39,0,0,0,0,0,0
215,121,26.1,21,18,0,0,0,0,0,0
39,121,9.5,27,6,9,0,0,0,0,0
301,121,16,54,54,0,0,0,0,0,0
262,121,20.1,18,15,0,0,0,0,0,0
194,121,9,12,6,0,0,0,0,0,0
325,121,11.1,15,9,0,0,0,0,0,0
547,121,13,36,27,0,0,0,0,0,0
198,121,25.8,30,30,0,0,0,0,0,0
122,121,46.3,21,21,0,0,0,0,0,0
401,121,8.2,81,78,0,0,0,0,0,0
350,121,31.4,6,6,0,0,0,0,0,0
527,121,12.8,66,60,0,0,0,0,0,0
545,121,6.1,108,93,9,0,0,0,0,0
650,121,51,12,6,0,0,0,0,0,0
361,121,9.4,51,39,0,0,0,0,0,0
533,121,11.1,69,66,0,0,0,0,0,0
97,121,74.6,6,0,0,0,0,0,0,0
339,121,13.9,27,24,0,0,0,0,0,0
651,121,57.3,12,0,0,0,0,0,0,0
330,121,15.8,75,60,0,0,0,0,0,0
312,121,15.1,30,24,0,0,0,0,0,0
385,121,7.7,42,36,0,0,0,0,0,0
425,121,4,87,78,6,0,6,0,0,0
118,121,9.4,18,0,6,0,0,0,0,0
2058,121,14.3,72,66,0,0,0,0,0,0
573,121,13.5,72,69,0,0,0,0,0,0
367,121,5.9,51,51,0,0,0,0,0,0
584,121,16,54,45,0,0,0,0,0,0
374,121,13,48,45,0,0,0,0,0,0
531,121,14.2,51,39,0,0,0,0,0,0
166,121,24.5,24,18,0,0,0,0,0,0
373,121,11.8,36,33,0,0,0,0,0,0
392,121,6.7,87,81,0,0,0,0,0,0
463,121,5.3,87,81,0,0,0,0,0,0
480,121,5.8,87,84,0,0,0,0,0,0
157,121,9.9,21,12,0,0,0,0,0,0
446,121,17.2,24,18,0,0,0,0,0,0
393,121,9.2,78,60,9,0,0,0,0,0
477,121,2.5,99,78,9,9,39,6,21,6
2024,121,19.8,21,18,0,0,0,0,0,0
126,121,36,15,15,0,0,0,0,0,0
142,121,6.1,9,0,0,0,0,0,0,0
558,121,11,57,42,0,0,0,0,0,0
486,121,9.4,48,45,0,0,0,0,0,0
400,121,2.2,126,108,0,6,24,9,0,12
590,121,35.2,9,0,0,0,0,0,0,0
167,121,23.9,27,24,0,0,0,0,0,0
272,121,19.6,24,24,0,0,0,0,0,0
182,121,34,15,12,0,0,0,0,0,0
255,121,18.3,21,21,0,0,0,0,0,0
487,121,9.1,60,57,0,0,0,0,0,0
237,121,15.1,12,9,0,0,0,0,0,0
